locus_tag	gene	product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BB_0240	NA	glycerol uptake facilitator	2302.476365	2.516310828	0.193178764	13.02581494	8.73E-39	8.19E-37
BB_0241	glpK	glycerol kinase	5877.183883	2.961880153	0.195675545	15.13669046	9.28E-52	1.35E-49
BB_0242	NA	conserved hypothetical protein	25.02636283	2.293662747	0.622723362	3.683277179	0.000230255	0.000849872
BB_0243	NA	glycerol-3-phosphate dehydrogenase, anaerobic	2412.080228	2.767308537	0.172040325	16.08523199	3.24E-58	1.42E-55
BB_0244	NA	conserved hypothetical protein	235.6570934	-0.053424841	0.229337453	-0.232952971	0.815797925	0.871252343
BB_0245	NA	hypothetical protein	1047.365133	-0.231689263	0.216363381	-1.070833989	0.284244081	0.383860969
BB_0246	NA	M23 peptidase domain protein	2420.763379	-0.090936564	0.192631517	-0.472075212	0.636873105	0.723919775
BB_0247	rdgB	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	59.31065641	-0.512974952	0.309399024	-1.657972112	0.097323096	0.161264247
BB_0248	pepF	oligoendopeptidase F	729.9784215	-0.448089023	0.171888869	-2.606853061	0.009137856	0.021870935
BB_0249	NA	phosphatidyltransferase	277.5957553	-0.522868298	0.217774158	-2.400965768	0.016351866	0.035990539
BB_0250	NA	DedA protein	161.1365221	-0.600676094	0.250734183	-2.395668935	0.016590067	0.036211542
BB_0251	leuS	leucyl-tRNA synthetase	2384.419148	-0.73397121	0.174809519	-4.198691323	2.68E-05	0.000120402
BB_0252	NA	NA	1063.998819	0.003277013	0.128546227	0.025492873	0.979661833	0.984155695
BB_0253	lon	ATP-dependent protease La	4624.532232	0.94099333	0.145244275	6.478694817	9.25E-11	1.05E-09
BB_0254	recJ	single-stranded-DNA-specific exonuclease RecJ	308.0749814	-0.244692576	0.170924181	-1.431585488	0.152262485	0.232642914
BB_0255	NA	M23 peptidase domain protein	493.9457647	-0.657782187	0.161148017	-4.081850956	4.47E-05	0.000193754
BB_0256	rpsU	ribosomal protein S21	484.6727593	-1.410295815	0.196401605	-7.180673583	6.94E-13	9.59E-12
BB_0257	NA	NA	827.717764	0.035292977	0.161061723	0.219127028	0.826551097	0.878331154
BB_0258	NA	undecaprenol kinase	58.05258861	-0.780791795	0.312502589	-2.498513042	0.012471555	0.028401428
BB_0259	NA	transglycosylase SLT domain protein	817.4276171	-1.052310088	0.172485743	-6.100852557	1.06E-09	1.02E-08
BB_0260	NA	conserved hypothetical protein	255.711571	-0.799738556	0.299567239	-2.669646244	0.00759312	0.018444502
BB_0261	NA	tetratricopeptide repeat domain protein	247.067058	0.15288195	0.208022656	0.734929326	0.462382537	0.571562233
BB_0262	NA	M23 peptidase domain protein	370.0245192	0.182697555	0.238451752	0.766182484	0.443567729	0.552462556
BB_0263	lepB	signal peptidase I	47.10237957	-0.140131228	0.320622539	-0.437059816	0.662067969	0.746744473
BB_0264	NA	heat shock protein 70	972.8899512	-0.107207149	0.154795837	-0.692571265	0.488578649	0.598873455
BB_0265	NA	conserved hypothetical protein	234.2818133	0.541698244	0.196439912	2.757577301	0.005823144	0.01474299
BB_0266	NA	conserved hypothetical protein	38.58670077	-0.26608195	0.399497409	-0.666041742	0.50538442	0.615454243
BB_0267	NA	conserved hypothetical protein	995.966276	0.568716967	0.165409199	3.438242665	0.000585503	0.001952667
BB_0268	NA	conserved hypothetical protein	211.6105225	0.21422959	0.286766319	0.747052832	0.45503167	0.564067561
BB_0269	NA	ATP-binding protein	1079.909724	0.724948531	0.219316961	3.305483201	0.000948128	0.002966286
BB_0270	NA	flagellar biosynthesis protein FlhF (Flagella-associated GTP-bindingprotein)	581.4092389	-0.267665326	0.214771153	-1.246281554	0.212661047	0.307411019
BB_0271	flhA	flagellar biosynthesis protein FlhA	2658.619577	-0.007257706	0.219634282	-0.033044505	0.973639097	0.981105655
BB_0272	flhB	flagellar biosynthetic protein FlhB	2185.044327	0.020713371	0.116108349	0.178396911	0.858411275	0.901229274
BB_0273	fliR	flagellar biosynthetic protein FliR	83.22183563	-0.576042878	0.302538546	-1.904031356	0.056906101	0.102704474
BB_0274	fliQ	flagellar biosynthetic protein FliQ	17.01417133	-0.450934213	0.477883325	-0.943607339	0.345370341	0.452008593
BB_0275	fliP	flagellar biosynthetic protein FliP	495.069168	-0.479488818	0.1671281	-2.868989812	0.004117851	0.010887034
BB_0276	NA	flagellar protein FliZ	454.5079472	-0.084736972	0.14478167	-0.585274172	0.558363379	0.659199892
BB_0277	NA	flagellar switch protein FliY	783.3793592	-0.017673396	0.213662324	-0.082716485	0.934076977	0.955901205
BB_0278	fliM	flagellar motor switch protein FliM	1455.999374	-0.022804098	0.153672686	-0.148393959	0.882031868	0.914029869
BB_0279	fliL	flagellar basal body-associated protein FliL	308.150874	-0.122726394	0.209116123	-0.586881547	0.557283264	0.658516375
BB_0280	NA	flagellar motor apparatus	596.892297	0.027165496	0.202478586	0.134164785	0.893272272	0.922042235
BB_0281	NA	chemotaxis protein MotA (Motility protein A)	725.8604574	0.080385507	0.21780789	0.369066092	0.712078462	0.792270194
BB_0282	NA	hypothetical protein	37.11316676	0.105518879	0.337683557	0.312478582	0.754676838	0.825972998
BB_0283	NA	flagellar hook protein FlgE	1469.865662	0.051378274	0.210063114	0.244584941	0.806777825	0.866099724
BB_0284	flgD	flagellar hook capping protein	288.288748	-0.415598536	0.169769776	-2.448012507	0.014364667	0.032265252
BB_0285	NA	flagellar protein	1349.177776	-0.105551179	0.148758911	-0.709545255	0.477986178	0.588635275
BB_0286	NA	flagellar protein	534.9460388	-0.184000602	0.199791061	-0.920965139	0.357068628	0.464083261
BB_0287	NA	flagellar protein	25.98757451	-1.282856506	0.419159517	-3.060544863	0.002209347	0.00628444
BB_0288	fliI	flagellar protein export ATPase FliI	871.4828532	-0.162459257	0.176956067	-0.918076785	0.358578668	0.465125735
BB_0289	NA	flagellar assembly protein FliH	886.0416563	-0.399208369	0.132241261	-3.018788294	0.002537878	0.007050258
BB_0290	fliG	flagellar motor switch protein FliG	1886.450532	-0.539941662	0.131946936	-4.092112177	4.27E-05	0.000186606
BB_0291	fliF	flagellar M-ring protein FliF	3245.354579	0.008458716	0.158281493	0.053440969	0.957380564	0.971427074
BB_0292	fliE	flagellar hook-basal body complex protein (FliE)	921.3358453	0.135896859	0.178339562	0.762011845	0.446052934	0.554506675
BB_0293	flgC	flagellar basal-body rod protein FlgC	1515.087174	0.322860193	0.192051076	1.681116291	0.092740329	0.155236678
BB_0294	flgB	flagellar basal-body rod protein FlgB	442.0721992	0.300446378	0.258758905	1.161105464	0.245599013	0.343681686
BB_0295	hslU	heat shock protein HslVU, ATPase subunit HslU	813.1304328	-1.068725981	0.145005198	-7.370259799	1.70E-13	2.66E-12
BB_0296	NA	ATP-dependent protease HslV	211.116328	-0.970653148	0.258094013	-3.760851088	0.000169336	0.000635737
BB_0297	NA	protein smf	358.2555599	-0.417367905	0.161652673	-2.581880635	0.009826357	0.023306557
BB_0298	NA	tetratricopeptide repeat domain protein	134.3403954	-0.275894973	0.246717147	-1.118264279	0.263454138	0.362870794
BB_0299	ftsZ	cell division protein FtsZ	1507.575307	0.070387053	0.206749201	0.340446554	0.733520265	0.810635516
BB_0300	ftsA	cell division protein FtsA	2645.957926	0.199024488	0.174395126	1.141227352	0.253775325	0.352495536
BB_0301	NA	DivIB	154.9727927	-0.344162871	0.228330019	-1.507304522	0.131732619	0.208048872
BB_0302	ftsW	cell division protein FtsW	316.1093372	-0.567697644	0.19341799	-2.935081912	0.003334596	0.009015761
BB_0303	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase	319.3905122	-1.006994854	0.165713068	-6.076737756	1.23E-09	1.17E-08
BB_0304	NA	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase (UDP-MurNAc-pentapeptide synthetase) (D-alanyl-D-alanine-adding enzyme)	240.2146896	-1.043099418	0.178852489	-5.832177241	5.47E-09	4.61E-08
BB_0305	NA	conserved hypothetical protein	17.30432803	-1.855589877	0.546522909	-3.395264581	0.000685623	0.00220811
BB_0306	mraW	S-adenosyl-methyltransferase MraW	132.2622336	-0.794220729	0.205552014	-3.863843088	0.000111617	0.000443096
BB_0307	NA	conserved hypothetical protein	172.9794436	-0.506521157	0.27408592	-1.848037858	0.064596866	0.113476313
BB_0308	NA	conserved hypothetical protein	66.19964776	0.069781493	0.369715914	0.188743547	0.850293819	0.895261281
BB_0309	NA	conserved hypothetical protein	80.7246539	-0.157934782	0.252034215	-0.626640243	0.530895082	0.639409843
BB_0311	NA	putative inorganic polyphosphate/ATP-NAD kinase (Poly(P)/ATP NAD kinase)	132.3214126	0.774164441	0.212344554	3.645793719	0.000266568	0.000972972
BB_0312	NA	purine-binding chemotaxis protein	324.3082851	0.743659402	0.178153622	4.174259241	2.99E-05	0.000133163
BB_0313	rrmJ	ribosomal RNA large subunit methyltransferase J	386.9126736	0.847384157	0.164448059	5.152898511	2.56E-07	1.64E-06
BB_0314	NA	octaprenyl-diphosphate synthase	77.79430429	0.312779203	0.28710949	1.089407399	0.27597427	0.376299618
BB_0315	NA	conserved hypothetical protein	35.69929001	-0.456838524	0.367637487	-1.242633138	0.214003053	0.308333346
BB_0316	NA	conserved hypothetical integral membrane protein	95.03338815	-0.810259349	0.299257257	-2.707567921	0.00677782	0.016835644
BB_0317	NA	conserved hypothetical integral membrane protein	119.6194834	-1.288400683	0.23383766	-5.509808324	3.59E-08	2.68E-07
BB_0318	NA	putative ABC transporter ATP-binding protein	627.0445906	-1.172592934	0.153345187	-7.646754069	2.06E-14	3.66E-13
BB_0319	NA	exported protein	425.8550131	-0.654287448	0.187514994	-3.489254021	0.000484371	0.001673603
BB_0321	NA	conserved hypothetical protein	30.59781176	-0.527461519	0.385059831	-1.369817044	0.17074402	0.257882348
BB_0322	NA	conserved hypothetical protein	569.7687683	-0.514383376	0.259161941	-1.984795199	0.047167262	0.088287439
BB_0323	NA	LysM domain protein	3902.826101	1.267972554	0.174582748	7.262874288	3.79E-13	5.47E-12
BB_0324	NA	conserved hypothetical protein	22.69285423	-0.458169168	0.593846458	-0.771527996	0.440394035	0.549030135
BB_0325	NA	conserved hypothetical protein	485.9283589	-0.311512276	0.195441703	-1.593888465	0.110961019	0.180896747
BB_0326	NA	tetratricopeptide repeat domain protein	2161.448136	-1.317778752	0.120680566	-10.91956058	9.29E-28	4.52E-26
BB_0327	NA	glycerol-3-phosphate O-acyltransferase, putative	3076.310791	-0.677467275	0.153502253	-4.413402807	1.02E-05	4.93E-05
BB_0328	NA	bacterial extracellular solute-binding protein, family 5	3502.623854	0.106792283	0.165265131	0.64618763	0.51815785	0.627520198
BB_0329	NA	NA	2577.781864	-0.212030321	0.175970114	-1.204922339	0.228233284	0.324565514
BB_0330	NA	bacterial extracellular solute-binding protein, family 5	1220.374681	-0.839158349	0.16960107	-4.947836415	7.50E-07	4.38E-06
BB_0331	NA	Hypothetical protein	2.510213359	1.142270444	1.519993496	0.751496929	0.452353648	0.561807839
BB_0332	NA	ABC transporter, permease protein	1149.794392	-0.761015176	0.175906004	-4.326260384	1.52E-05	7.14E-05
BB_0333	NA	oligopeptide transport system permease protein OppC	1291.417474	-1.397367207	0.155091847	-9.00993336	2.06E-19	6.16E-18
BB_0334	NA	oligopeptide transport ATP-binding protein OppD	1193.559256	-1.404751447	0.192834421	-7.284754666	3.22E-13	4.81E-12
BB_0335	NA	OppF	806.4998787	-0.763802146	0.163544367	-4.670305438	3.01E-06	1.60E-05
BB_0336	NA	NA	417.4376896	-0.174429352	0.251737501	-0.692901738	0.488371219	0.598873455
BB_0337	eno	phosphopyruvate hydratase	3652.64445	-0.873115836	0.188810406	-4.624299342	3.76E-06	1.97E-05
BB_0338	rpsI	ribosomal protein S9	1474.772796	-0.658334858	0.193347149	-3.404936984	0.000661793	0.002141863
BB_0339	rplM	ribosomal protein L13	1190.86235	-0.610730153	0.156475082	-3.903050548	9.50E-05	0.000382022
BB_0340	NA	conserved hypothetical protein	178.5883019	-1.016675826	0.233978204	-4.345173223	1.39E-05	6.60E-05
BB_0341	NA	glu-trnagln amidotransferase suBunit b	1699.926636	-0.547132674	0.134501587	-4.06785293	4.74E-05	0.000204417
BB_0342	NA	glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADTsubunit A)	734.5658036	-0.303692813	0.173787466	-1.747495486	0.080551427	0.136927006
BB_0343	gatC	glutamyl-tRNA(Gln) amidotransferase, C subunit	120.588991	-0.974355745	0.337053444	-2.890804894	0.003842566	0.010262463
BB_0344	NA	DNA helicase	787.1240827	-0.775158111	0.167422439	-4.629953519	3.66E-06	1.92E-05
BB_0345	NA	conserved hypothetical protein	341.5332192	0.290915038	0.373581708	0.778718637	0.436145475	0.545804909
BB_0346	NA	export chaperone	641.2423903	0.705204425	0.209442089	3.367061648	0.000759737	0.002423045
BB_0347	NA	fibronectin/fibrinogen-binding protein, putative	55.92160284	-0.075402958	0.321231046	-0.234731229	0.814417348	0.871252343
BB_0348	pyk	pyruvate kinase	2138.527735	0.394356162	0.190817988	2.066661357	0.038766075	0.074939504
BB_0349	NA	conserved hypothetical protein	62.81657555	0.07074244	0.323425172	0.218728925	0.826861216	0.878331154
BB_0350	rpmB	ribosomal protein L28	225.7979455	-0.413493805	0.168422595	-2.455096986	0.014084658	0.031744839
BB_0351	NA	conserved hypothetical protein	700.0513778	-1.407161685	0.157198841	-8.951476229	3.51E-19	1.00E-17
BB_0352	NA	conserved hypothetical protein	226.5534289	-0.030031774	0.280490309	-0.107068847	0.914734362	0.939766186
BB_0353	NA	membrane protein, putative	295.6636024	-0.352392682	0.163341173	-2.157402663	0.030974304	0.062519563
BB_0354	NA	conserved hypothetical protein	443.9384225	-0.537669214	0.236233703	-2.276005533	0.022845678	0.047801308
BB_0355	NA	transcription factor, putative	1657.948075	-0.163491284	0.145722033	-1.121939356	0.261888226	0.361092475
BB_0358	NA	RNA methyltransferase, RsmE family	367.4725156	-0.661823373	0.193073108	-3.427838195	0.000608408	0.002008663
BB_0359	NA	NA	1529.964391	0.081782155	0.180265718	0.453675586	0.650062341	0.736363721
BB_0360	NA	conserved hypothetical protein	26.60612462	-0.956133675	0.492940729	-1.939652412	0.052421947	0.096070346
BB_0361	NA	ATP-binding protein	379.4025841	-0.045611907	0.150757229	-0.302552036	0.762231272	0.831870341
BB_0362	lgt	prolipoprotein diacylglyceryl transferase	465.557875	-0.931110949	0.16766282	-5.553473029	2.80E-08	2.11E-07
BB_0363	NA	periplasmic protein	321.4968493	-0.834350194	0.204580182	-4.078352972	4.54E-05	0.000196045
BB_0364	mgsA	methylglyoxal synthase	693.5550736	-1.411546675	0.210331039	-6.711071666	1.93E-11	2.31E-10
BB_0365	la7	outer surface 22 kda lipoprotein (antigen IpLA7)	1046.709405	-3.461037582	0.215693063	-16.04612376	6.08E-58	1.44E-55
BB_0366	NA	vacuolar aminopeptidase I	4521.489926	0.601526491	0.206131494	2.918168789	0.003520937	0.009480556
BB_0367	NA	putative phosphotransferase enzyme IIb component	934.1954418	0.381997046	0.159603371	2.393414647	0.016692365	0.036314184
BB_0368	NA	glycerol-3-phosphate dehydrogenase [NAD(P)+] (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	395.5673022	-0.089876188	0.168316058	-0.533972749	0.593360388	0.687544576
BB_0369	NA	ATP-dependent Clp protease, subunit A	400.6486467	-0.721096004	0.200146484	-3.60284123	0.000314758	0.001131263
BB_0370	tyrS	tyrosyl-tRNA synthetase	829.8381399	-0.447951104	0.204553717	-2.189894711	0.028531874	0.05802411
BB_0371	glyS	glycyl-tRNA synthetase	859.7958716	-0.198420245	0.168080918	-1.180504293	0.237799704	0.335266965
BB_0372	gltX	glutamyl-tRNA synthetase	807.343418	-0.094198412	0.189827312	-0.496232132	0.619730643	0.711201803
BB_0373	NA	P31-23 protein	63.50640367	-0.130939002	0.298659621	-0.43842218	0.661080271	0.746271027
BB_0374	NA	HD domain protein	352.6202778	-0.964486623	0.210519286	-4.581464446	4.62E-06	2.36E-05
BB_0375	pfs	putative nucleosidase, Pfs protein	362.9448369	-1.816230496	0.174421147	-10.41290304	2.17E-25	8.62E-24
BB_0376	metK	methionine adenosyltransferase	617.6548265	-1.477297673	0.217215907	-6.801056582	1.04E-11	1.25E-10
BB_0377	luxS	S-ribosylhomocysteinase LuxS	100.4519683	-0.629139392	0.223871572	-2.810269239	0.004950007	0.012707638
BB_0378	NA	conserved hypothetical protein	139.3916617	0.379436023	0.282405416	1.343586215	0.17908223	0.268317047
BB_0379	NA	protein kinase C1 inhibitor	131.5741693	-0.125441742	0.225465716	-0.556367258	0.577959817	0.675657651
BB_0380	mgtE	magnesium transporter	1115.008763	-0.431482047	0.130845166	-3.297653707	0.000974963	0.003042996
BB_0381	NA	trehalase	1432.484337	-0.427350136	0.139172647	-3.070647459	0.002135952	0.006114686
BB_0382	bmpB	basic membrane protein B (bmpB)	604.4314255	-0.561760819	0.16735926	-3.356616282	0.000789025	0.002504298
BB_0383	bmpA	basic membrane protein A (bmpA), immunodominant antigen P39	1298.575421	-0.753110361	0.158888757	-4.739859347	2.14E-06	1.16E-05
BB_0384	bmpC	basic membrane protein C (bmpC)	641.5596535	0.505046497	0.140621525	3.591530508	0.000328742	0.001170641
BB_0385	bmpD	basic membrane protein D (bmpD)	3697.464906	1.005645644	0.158027958	6.363719796	1.97E-10	2.10E-09
BB_0386	rpsG	ribosomal protein S7	4822.639711	0.584914626	0.155213216	3.768458909	0.000164259	0.000622005
BB_0387	rpsL	ribosomal protein S12	1908.836993	0.01110116	0.236954343	0.046849361	0.962633288	0.976003194
BB_0388	rpoC	DNA-directed RNA polymerase, beta' subunit	9094.767129	-0.204676817	0.177258322	-1.154681001	0.248221082	0.346244694
BB_0389	NA	NA	9169.546312	-0.404892123	0.163932404	-2.469872418	0.013516125	0.030515787
BB_0390	rplL	ribosomal protein L7/L12	1889.768114	-0.67512502	0.198170817	-3.406783252	0.000657333	0.002136971
BB_0391	NA	ribosomal protein L10	574.952401	-0.745760665	0.240939812	-3.095215602	0.001966699	0.005704729
BB_0392	rplA	ribosomal protein L1	1132.248436	-0.415900614	0.19907813	-2.089132609	0.036695788	0.071860306
BB_0393	rplK	ribosomal protein L11	1261.650908	0.075876481	0.234593573	0.323438019	0.74636354	0.820687608
BB_0394	nusG	transcription termination/antitermination factor NusG	1332.700879	-0.170438344	0.157700361	-1.080773328	0.279797956	0.379808382
BB_0395	secE	preprotein translocase, SecE subunit	116.9785165	-0.222346215	0.264852194	-0.839510564	0.401182864	0.50932781
BB_0396	rpmG	ribosomal protein L33	622.3887363	0.190887676	0.167993425	1.136280641	0.25583913	0.354337723
BB_0397	NA	conserved hypothetical protein	172.038341	-0.184059733	0.193356446	-0.9519193	0.341137911	0.447807407
BB_0398	NA	lipoprotein, putative	556.4768228	0.008108485	0.206729349	0.03922271	0.968712827	0.979631171
BB_0399	NA	putative ankyrin repeat protein	13.4680646	0.584996034	0.546985906	1.06949014	0.284848869	0.384282766
BB_0400	NA	conserved hypothetical protein	467.4306251	0.355648093	0.170718065	2.083248144	0.037228611	0.07257922
BB_0401	NA	glutamate transporter, putative	142.4946084	-0.22056668	0.25134492	-0.877545805	0.380190251	0.487385356
BB_0402	proS	prolyl-tRNA synthetase	1007.21547	-0.051858591	0.14607667	-0.3550094	0.722582549	0.801243434
BB_0403	NA	conserved hypothetical protein	134.3477381	-0.509734253	0.35829551	-1.42266436	0.154833477	0.23574877
BB_0404	NA	conserved hypothetical protein	28.38558259	0.198052542	0.404618579	0.489479605	0.62450219	0.715427967
BB_0405	NA	conserved hypothetical protein	1356.664695	0.163428683	0.218239286	0.748850887	0.453947085	0.563254456
BB_0406	NA	conserved hypothetical protein	148.5921356	-0.252617299	0.232705092	-1.08556842	0.277669978	0.377700156
BB_0407	manA	mannose-6-phosphate isomerase, class I	490.1849595	-1.923647453	0.161755681	-11.89230225	1.30E-32	7.75E-31
BB_0408	NA	pts system, fructose-specific iiabc component	1873.552061	-1.958697449	0.162570192	-12.04831845	1.98E-33	1.30E-31
BB_0409	NA	conserved hypothetical protein	92.39643745	-0.873125671	0.276475046	-3.158063206	0.001588211	0.004689684
BB_0412	NA	membrane protein, putative	166.8971578	0.183291573	0.305202546	0.600557155	0.548134982	0.650304621
BB_0413	NA	conserved hypothetical integral membrane protein	60.16998123	0.072795404	0.32918482	0.2211384	0.824984672	0.87775697
BB_0414	NA	chemotaxis protein methyltransferase	65.8868239	0.87189767	0.326601301	2.669608687	0.007593969	0.018444502
BB_0415	NA	putative protein-glutamate methylesterase	166.9686222	-0.04305428	0.235929877	-0.182487613	0.855200074	0.898986318
BB_0416	NA	pheromone shutdown protein	278.033528	-1.252979706	0.19779837	-6.334631083	2.38E-10	2.50E-09
BB_0417	NA	adenylate kinase (ATP-AMP transphosphorylase) (AK)(Superoxide-inducible protein 16) (SOI16)	374.2869146	-0.977457147	0.20533476	-4.760310179	1.93E-06	1.05E-05
BB_0418	NA	conserved hypothetical protein	591.2178867	0.564962087	0.147177103	3.838654767	0.00012371	0.000486692
BB_0419	NA	response regulatory protein	299.1101578	-0.383508275	0.201644966	-1.901898582	0.057184415	0.102931946
BB_0420	NA	sensory transduction histidine kinase, putative	1111.087124	-0.493423442	0.125610701	-3.928195921	8.56E-05	0.000348171
BB_0421	NA	haloacid dehalogenase-like hydrolase	454.1875868	-1.001466591	0.253851539	-3.945087721	7.98E-05	0.00032706
BB_0422	NA	DNA-3-methyladenine glycosylase	260.2262031	-0.089336744	0.180565026	-0.494762169	0.620768012	0.711770652
BB_0426	NA	nucleoside 2-deoxyribosyltransferase superfamily	2078.045274	-0.286105009	0.152675481	-1.873942076	0.060938409	0.108500094
BB_0427	NA	conserved hypothetical protein	173.7394211	0.055400317	0.256709868	0.215809066	0.829136581	0.880036727
BB_0428	NA	conserved hypothetical protein	451.8988912	-0.046141192	0.215391566	-0.214220049	0.830375462	0.880640321
BB_0429	NA	conserved hypothetical protein	163.8367708	0.045292281	0.236463453	0.191540303	0.848102308	0.894387185
BB_0430	NA	conserved hypothetical protein	62.07459466	0.345016371	0.385319929	0.895402353	0.370572043	0.477383226
BB_0431	NA	CobQ/CobB/MinD/ParA nucleotide binding domain, putative	85.64058446	-0.52079414	0.266967094	-1.950780272	0.05108319	0.093747641
BB_0432	NA	NA	27.59971237	-0.642003516	0.468895813	-1.369181592	0.170942519	0.257885729
BB_0434	spo0J	stage 0 sporulation protein J	98.34981994	-0.010174134	0.282926868	-0.035960295	0.971314018	0.980237367
BB_0435	gyrA	DNA gyrase, A subunit	12927.80731	-0.548540491	0.151798472	-3.613610098	0.000301963	0.001090053
BB_0436	gyrB	DNA gyrase, B subunit	6569.94573	-0.163433858	0.16752274	-0.975592078	0.329266652	0.435706325
BB_0437	dnaA	chromosomal replication initiator protein DnaA	299.2401713	-0.662380507	0.209593594	-3.160308931	0.001576019	0.004674694
BB_0438	dnaN	DNA polymerase III, beta subunit	512.4182635	-0.592307636	0.221425424	-2.674975728	0.007473466	0.018219173
BB_0439	NA	conserved hypothetical protein	64.10816904	-1.021988842	0.431666616	-2.367541996	0.017906688	0.038572766
BB_0440	rpmH	ribosomal protein L34	125.7548297	-0.209450233	0.308357968	-0.679243783	0.49698341	0.608041155
BB_0441	rnpA	ribonuclease P protein component	204.4103725	-0.275949759	0.2430042	-1.135576089	0.256134021	0.354337723
BB_0442	NA	NA	1398.913402	-1.531611763	0.150135709	-10.20151548	1.95E-24	7.33E-23
BB_0443	NA	spoiiij-associtated protein	1056.291779	-1.585707335	0.177061638	-8.955679783	3.38E-19	9.86E-18
BB_0444	NA	WbnF	949.9816558	-1.291014774	0.153718033	-8.398590261	4.52E-17	1.01E-15
BB_0445	fbaA	fructose-bisphosphate aldolase, class II	3017.059892	0.3755038	0.137013078	2.740642023	0.006131927	0.015435542
BB_0446	aspS	aspartyl-tRNA synthetase	549.2388764	0.194946321	0.156795898	1.243312632	0.213752651	0.30831063
BB_0447	NA	Na+/H+ antiporter	626.3893233	-1.57926867	0.16663867	-9.477204015	2.61E-21	8.80E-20
BB_0448	NA	phosphocarrier protein HPr	148.9095791	-1.543881316	0.274733156	-5.619566776	1.91E-08	1.49E-07
BB_0449	NA	conserved hypothetical protein	132.286813	-1.68599511	0.240980024	-6.996410238	2.63E-12	3.38E-11
BB_0450	rpoN	RNA polymerase sigma-54 factor	167.4196587	-1.782192897	0.261644257	-6.81151162	9.66E-12	1.18E-10
BB_0451	NA	chromate transport protein, putative	62.98534367	-0.760536239	0.270397814	-2.812656759	0.004913407	0.01266534
BB_0452	NA	chromate transporter superfamily	101.7009271	-1.280136545	0.25715052	-4.978160432	6.42E-07	3.80E-06
BB_0453	NA	transporter, small conductance mechanosensitive ion channel (MscS) family	202.769772	-1.072607291	0.255472465	-4.198524066	2.69E-05	0.000120402
BB_0454	NA	lipopolysaccharide biosynthesis-related protein	310.928532	0.100803745	0.17629876	0.57177796	0.567472411	0.667554832
BB_0455	NA	DNA polymerase III, delta subunit superfamily	131.4060386	-1.147212853	0.284372601	-4.034189121	5.48E-05	0.000233752
BB_0456	NA	conserved hypothetical protein	34.43789413	-0.810628007	0.418131693	-1.938690657	0.052539017	0.096150791
BB_0457	uvrC	excinuclease ABC, C subunit	231.3786678	-0.177541956	0.211121298	-0.840947632	0.400377273	0.50879665
BB_0458	NA	NA	3437.939427	0.046814159	0.146255512	0.320084747	0.748904088	0.821862651
BB_0459	NA	tetratricopeptide repeat domain protein	549.2046061	-0.080556593	0.302534965	-0.266272008	0.79002973	0.851598905
BB_0460	NA	lipoprotein, putative	75.80341082	-0.773818002	0.319747912	-2.420087737	0.015516763	0.03432496
BB_0461	NA	DNA polymerase III, subunits gamma and tau	1314.914927	-0.943782381	0.161544099	-5.842258487	5.15E-09	4.37E-08
BB_0462	efbC	putative DNA-binding protein, ebfC protein	51.70593614	-1.183618969	0.356304652	-3.321929596	0.000893972	0.002816978
BB_0463	NA	nucleoside diphosphate kinase (NDK) (NDP kinase)(Nucleoside-2-P kinase)	764.5325769	-0.356742671	0.191559895	-1.862303544	0.062560316	0.110957394
BB_0464	NA	conserved hypothetical protein	115.7385366	-0.180043045	0.227989321	-0.789699467	0.429703303	0.539799369
BB_0465	NA	conserved hypothetical protein	984.816122	0.365640046	0.171423332	2.132965461	0.03292756	0.065955508
BB_0466	NA	ABC transporter, ATP-binding protein	624.5819308	-0.180292998	0.158873371	-1.134822005	0.256449904	0.354337723
BB_0467	NA	conserved hypothetical protein	36.77522743	-0.774807983	0.353895723	-2.18936803	0.028570101	0.05802411
BB_0468	NA	conserved hypothetical protein	293.6303581	-0.834878097	0.211026506	-3.956271253	7.61E-05	0.000315562
BB_0469	lspA	signal peptidase II	134.9241239	-0.988705069	0.214586475	-4.607490136	4.08E-06	2.11E-05
BB_0471	NA	conserved hypothetical protein	656.9416861	-0.732257394	0.170492568	-4.294951984	1.75E-05	8.14E-05
BB_0472	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	684.8783388	-1.146382839	0.2091272	-5.481749104	4.21E-08	3.09E-07
BB_0473	NA	conserved hypothetical integral membrane protein	264.810884	0.085586533	0.195002424	0.438899839	0.660734113	0.746271027
BB_0475	NA	lipoprotein, putative	25.69922815	0.422560261	0.454048936	0.930649161	0.352035076	0.458902866
BB_0476	tuf	translation elongation factor Tu	8785.194644	-0.184318922	0.204090742	-0.903122407	0.366460933	0.473480497
BB_0477	rpsJ	ribosomal protein S10	1078.411726	0.189811453	0.255941009	0.74162188	0.458316463	0.567603989
BB_0478	rplC	ribosomal protein L3	2202.024411	-0.002675609	0.206428611	-0.012961424	0.98965857	0.990570838
